fold_id,portfolio_id,repeat_id,same_turnover,same_turnover_or_n_drop,turnover_match_ratio,model_turnover_annualized,random_turnover_annualized,same_execution_constraints,same_cost_model,net_annual_return,excess_return,model_beats_random,empirical_p_value,used_for_p_value
all_oos,topk_50_dropout_5_daily,168,True,True,1.0076385253828897,49.6886819783705,50.06823023690461,True,True,-0.039811536989892926,-0.039811536989892926,True,0.0,True
all_oos,topk_50_dropout_5_daily,169,True,True,1.009669165218893,49.6886819783705,50.169130053928384,True,True,-0.027581492778186,-0.027581492778186,True,0.0,True
all_oos,topk_50_dropout_5_daily,170,True,True,1.0101369142180363,49.6886819783705,50.19237188519253,True,True,-0.026820376864972295,-0.026820376864972295,True,0.0,True
all_oos,topk_50_dropout_5_daily,171,True,True,1.0116884226471863,49.6886819783705,50.26946429411532,True,True,-0.054209534238647494,-0.054209534238647494,True,0.0,True
all_oos,topk_50_dropout_5_daily,172,True,True,1.0010490310727633,49.6886819783705,49.74080694973046,True,True,-0.03272187273416349,-0.03272187273416349,True,0.0,True
all_oos,topk_50_dropout_5_daily,173,True,True,1.0099729677471694,49.6886819783705,50.18422560114014,True,True,-0.05074938766416848,-0.05074938766416848,True,0.0,True
all_oos,topk_50_dropout_5_daily,174,True,True,0.9926700858999348,49.6886819783705,49.324468207723584,True,True,-0.018883206702128508,-0.018883206702128508,True,0.0,True
all_oos,topk_50_dropout_5_daily,175,True,True,1.0087377270511828,49.6886819783705,50.12284811903053,True,True,-0.040139132766147556,-0.040139132766147556,True,0.0,True
all_oos,topk_50_dropout_5_daily,176,True,True,1.0113281945114627,49.6886819783705,50.251565032839686,True,True,-0.028427254347506592,-0.028427254347506592,True,0.0,True
all_oos,topk_50_dropout_5_daily,177,True,True,1.0096823716235717,49.6886819783705,50.16978626277054,True,True,-0.04363710501961049,-0.04363710501961049,True,0.0,True
all_oos,topk_50_dropout_5_daily,178,True,True,0.9853207737252826,49.6886819783705,48.95929057231752,True,True,-0.02525246731152908,-0.02525246731152908,True,0.0,True
all_oos,topk_50_dropout_5_daily,179,True,True,1.0092344212108317,49.6886819783705,50.147528197169834,True,True,-0.05846791155694875,-0.05846791155694875,True,0.0,True
all_oos,topk_50_dropout_5_daily,180,True,True,1.011949816457102,49.6886819783705,50.28245260800733,True,True,-0.055432168637362667,-0.055432168637362667,True,0.0,True
all_oos,topk_50_dropout_5_daily,181,True,True,1.012302812867338,49.6886819783705,50.29999253437506,True,True,-0.060609424193749595,-0.060609424193749595,True,0.0,True
all_oos,topk_50_dropout_5_daily,182,True,True,1.0123995109163026,49.6886819783705,50.30479733297799,True,True,-0.055735228748704735,-0.055735228748704735,True,0.0,True
all_oos,topk_50_dropout_5_daily,183,True,True,1.0105926733468165,49.6886819783705,50.215017955601226,True,True,-0.05052180624722202,-0.05052180624722202,True,0.0,True
all_oos,topk_50_dropout_5_daily,184,True,True,1.0126461851135315,49.6886819783705,50.31705424871637,True,True,-0.07027537650683824,-0.07027537650683824,True,0.0,True
all_oos,topk_50_dropout_5_daily,185,True,True,0.9931743902664739,49.6886819783705,49.34952642701285,True,True,-0.015583315389895436,-0.015583315389895436,True,0.0,True
all_oos,topk_50_dropout_5_daily,186,True,True,0.9592682603178944,49.6886819783705,47.664775518880575,True,True,-0.040586128792778786,-0.040586128792778786,True,0.0,True
all_oos,topk_50_dropout_5_daily,187,True,True,1.0068464839996036,49.6886819783705,50.028874744496804,True,True,-0.024792212857331575,-0.024792212857331575,True,0.0,True
all_oos,topk_50_dropout_5_daily,188,True,True,1.0121829182327104,49.6886819783705,50.29403512800414,True,True,-0.06757024998055183,-0.06757024998055183,True,0.0,True
all_oos,topk_50_dropout_5_daily,189,True,True,1.0096809023922941,49.6886819783705,50.16971325860485,True,True,-0.06375968805132726,-0.06375968805132726,True,0.0,True
all_oos,topk_50_dropout_5_daily,190,True,True,0.9964540063181428,49.6886819783705,49.51248622601538,True,True,-0.024896857329660738,-0.024896857329660738,True,0.0,True
all_oos,topk_50_dropout_5_daily,191,True,True,1.011540822117779,49.6886819783705,50.26213021834976,True,True,-0.07990546258962095,-0.07990546258962095,True,0.0,True
all_oos,topk_50_dropout_5_daily,192,True,True,0.9981615713092504,49.6886819783705,49.59733287981593,True,True,-0.044964374661403905,-0.044964374661403905,True,0.0,True
all_oos,topk_50_dropout_5_daily,193,True,True,1.0105441233278982,49.6886819783705,50.21260556915115,True,True,-0.05867726249992855,-0.05867726249992855,True,0.0,True
all_oos,topk_50_dropout_5_daily,194,True,True,1.010977130682218,49.6886819783705,50.23412113387424,True,True,-0.044759331285713744,-0.044759331285713744,True,0.0,True
all_oos,topk_50_dropout_5_daily,195,True,True,1.0096238201796541,49.6886819783705,50.166876918694356,True,True,-0.014060841905696342,-0.014060841905696342,True,0.0,True
all_oos,topk_50_dropout_5_daily,196,True,True,1.0111248658365117,49.6886819783705,50.24146189897297,True,True,-0.04518134282607578,-0.04518134282607578,True,0.0,True
all_oos,topk_50_dropout_5_daily,197,True,True,0.9942884103759936,49.6886819783705,49.40488061795228,True,True,-0.03202367579074161,-0.03202367579074161,True,0.0,True
all_oos,topk_50_dropout_5_daily,198,True,True,1.01109832638314,49.6886819783705,50.240143188514494,True,True,-0.04853116290606829,-0.04853116290606829,True,0.0,True
all_oos,topk_50_dropout_5_daily,199,True,True,1.0099665205233366,49.6886819783705,50.18390524708547,True,True,-0.05627871534562434,-0.05627871534562434,True,0.0,True
