date,portfolio_id,estimated_trade_notional,money_available,participation_rate_proxy,capacity_warning,pass
2021-02-23,topk_50_dropout_5_daily,207565.1788254185,10263325840.0,2.0223968532350376e-05,False,True
2021-02-24,topk_50_dropout_5_daily,209174.75704544675,16320134016.0,1.2816975451327492e-05,False,True
2021-02-25,topk_50_dropout_5_daily,185217.68147782356,20051328832.0,9.237177397551521e-06,False,True
2021-02-26,topk_50_dropout_5_daily,200666.80700569774,34239303936.0,5.86071514131197e-06,False,True
2021-03-01,topk_50_dropout_5_daily,193777.8963007598,13073632992.0,1.4822038863974238e-05,False,True
2021-03-02,topk_50_dropout_5_daily,204190.76568208632,16147833440.0,1.2645087431746901e-05,False,True
2021-03-03,topk_50_dropout_5_daily,203341.8608880185,16288361088.0,1.248387482260723e-05,False,True
2021-03-04,topk_50_dropout_5_daily,200427.3727923127,19125510176.0,1.0479583077675109e-05,False,True
2021-03-05,topk_50_dropout_5_daily,150947.19064486164,7803222528.0,1.9344211971813403e-05,False,True
2021-03-08,topk_50_dropout_5_daily,196323.59479026822,25305716224.0,7.758073039800962e-06,False,True
2021-03-09,topk_50_dropout_5_daily,183168.43343443598,20007731264.0,9.154882730957695e-06,False,True
2021-03-10,topk_50_dropout_5_daily,192530.1183998623,26443184960.0,7.28089746719611e-06,False,True
2021-03-11,topk_50_dropout_5_daily,186137.1088505147,15455349952.0,1.2043538931735908e-05,False,True
2021-03-12,topk_50_dropout_5_daily,195554.1203462548,12546873344.0,1.5585884625173977e-05,False,True
2021-03-15,topk_50_dropout_5_daily,195474.0501772713,22110895616.0,8.840621093422437e-06,False,True
2021-03-16,topk_50_dropout_5_daily,190772.04669524945,7459652688.0,2.5573851045657348e-05,False,True
2021-03-17,topk_50_dropout_5_daily,191993.42450714775,8951952800.0,2.1447099733049056e-05,False,True
2021-03-18,topk_50_dropout_5_daily,191658.23785834856,13052134912.0,1.4684052773783385e-05,False,True
2021-03-19,topk_50_dropout_5_daily,193181.93121965148,10682265184.0,1.8084360188792283e-05,False,True
2021-03-22,topk_50_dropout_5_daily,196112.85895001842,11164808096.0,1.7565269126325556e-05,False,True
2021-03-23,topk_50_dropout_5_daily,190470.1806355512,16074838112.0,1.184896415805044e-05,False,True
2021-03-24,topk_50_dropout_5_daily,188317.02447060117,14841682752.0,1.2688387672565256e-05,False,True
2021-03-25,topk_50_dropout_5_daily,165428.87277115072,10517954464.0,1.5728236258995724e-05,False,True
2021-03-26,topk_50_dropout_5_daily,173714.39280486072,15096702944.0,1.1506776906801454e-05,False,True
2021-03-29,topk_50_dropout_5_daily,195738.0491425966,19959665088.0,9.806680035942926e-06,False,True
2021-03-30,topk_50_dropout_5_daily,189745.41418514162,15850054320.0,1.1971278479829313e-05,False,True
2021-03-31,topk_50_dropout_5_daily,193837.746517714,16340383888.0,1.1862496490064958e-05,False,True
2021-04-01,topk_50_dropout_5_daily,196237.84911195337,4738669728.0,4.1412012310631616e-05,False,True
2021-04-02,topk_50_dropout_5_daily,197482.11327489116,19116008088.0,1.0330719278093412e-05,False,True
2021-04-06,topk_50_dropout_5_daily,198121.6047190791,6581782864.0,3.0101510306991964e-05,False,True
2021-04-07,topk_50_dropout_5_daily,176872.05858045234,10076570400.0,1.7552803340752956e-05,False,True
2021-04-08,topk_50_dropout_5_daily,172015.33064662086,7292504936.0,2.3587962182576554e-05,False,True
2021-04-09,topk_50_dropout_5_daily,176964.923043167,6454042696.0,2.7419236496970177e-05,False,True
2021-04-12,topk_50_dropout_5_daily,175211.14618830636,13585502432.0,1.2896920600860878e-05,False,True
2021-04-13,topk_50_dropout_5_daily,173034.48905394593,8030263840.0,2.1547796249487354e-05,False,True
2021-04-14,topk_50_dropout_5_daily,175786.31774710084,10288298544.0,1.708604362473687e-05,False,True
2021-04-15,topk_50_dropout_5_daily,174463.65726962726,5184975248.0,3.3647924806762215e-05,False,True
2021-04-16,topk_50_dropout_5_daily,176328.84294936722,18188984032.0,9.694265641178788e-06,False,True
2021-04-19,topk_50_dropout_5_daily,170927.598588389,11254801424.0,1.51870825747222e-05,False,True
2021-04-20,topk_50_dropout_5_daily,177418.502546252,14356190224.0,1.2358327646679698e-05,False,True
2021-04-21,topk_50_dropout_5_daily,200392.02335315535,17694380512.0,1.1325178816927397e-05,False,True
2021-04-22,topk_50_dropout_5_daily,200038.60634815245,5589591904.0,3.5787694304659645e-05,False,True
2021-04-23,topk_50_dropout_5_daily,199257.97160931057,5838527584.0,3.4128120273912977e-05,False,True
2021-04-26,topk_50_dropout_5_daily,181815.12247798726,4867099552.0,3.7355948966212405e-05,False,True
2021-04-27,topk_50_dropout_5_daily,180983.66695877205,4693023024.0,3.856441062258297e-05,False,True
2021-04-28,topk_50_dropout_5_daily,175628.50237727523,6096809840.0,2.880662296944384e-05,False,True
2021-04-29,topk_50_dropout_5_daily,187175.8000546306,6473809216.0,2.891277666818265e-05,False,True
2021-04-30,topk_50_dropout_5_daily,179606.4069680506,7182596368.0,2.500577754420887e-05,False,True
2021-05-06,topk_50_dropout_5_daily,176097.5237629571,10494559408.0,1.6779887265083087e-05,False,True
2021-05-07,topk_50_dropout_5_daily,178326.06713422167,6146157840.0,2.901423487266342e-05,False,True
2021-05-10,topk_50_dropout_5_daily,180868.19201968025,9739329536.0,1.8570907920419734e-05,False,True
2021-05-11,topk_50_dropout_5_daily,173980.8796352935,6832124656.0,2.5465120792622362e-05,False,True
2021-05-12,topk_50_dropout_5_daily,177453.1961894407,12392974736.0,1.431885402573782e-05,False,True
2021-05-13,topk_50_dropout_5_daily,196871.92543918948,8127639616.0,2.4222521511858024e-05,False,True
2021-05-14,topk_50_dropout_5_daily,195201.2149637918,12338546936.0,1.582043785028333e-05,False,True
2021-05-17,topk_50_dropout_5_daily,201866.6963353352,16065437920.0,1.2565278166742635e-05,False,True
2021-05-18,topk_50_dropout_5_daily,207417.52422676628,11745912826.0,1.765869773591714e-05,False,True
2021-05-19,topk_50_dropout_5_daily,209909.61246385713,11681687536.0,1.7969117203055543e-05,False,True
2021-05-20,topk_50_dropout_5_daily,203464.41681573982,13920069472.0,1.4616623661613564e-05,False,True
2021-05-21,topk_50_dropout_5_daily,208129.04444148781,10140185576.0,2.0525171150130815e-05,False,True
2021-05-24,topk_50_dropout_5_daily,204183.64356197455,13315838880.0,1.533389262231555e-05,False,True
2021-05-25,topk_50_dropout_5_daily,206266.76585558537,20194124944.0,1.0214196773941946e-05,False,True
2021-05-26,topk_50_dropout_5_daily,217326.97968320444,16005344928.0,1.3578400256967235e-05,False,True
2021-05-27,topk_50_dropout_5_daily,213807.5875924418,14908553632.0,1.434126964090743e-05,False,True
2021-05-28,topk_50_dropout_5_daily,214182.27657180227,14188571184.0,1.5095408395549285e-05,False,True
2021-05-31,topk_50_dropout_5_daily,215185.67323957893,11928925696.0,1.8038981776182483e-05,False,True
2021-06-01,topk_50_dropout_5_daily,211306.14468958075,22785924480.0,9.273538358079415e-06,False,True
2021-06-02,topk_50_dropout_5_daily,210745.1629108125,16338397984.0,1.2898765418567521e-05,False,True
2021-06-03,topk_50_dropout_5_daily,205710.0116721457,18332111024.0,1.122129423080815e-05,False,True
2021-06-04,topk_50_dropout_5_daily,212048.66051518288,11630106208.0,1.8232736375986058e-05,False,True
2021-06-07,topk_50_dropout_5_daily,219579.7113510092,13996888976.0,1.568775116581372e-05,False,True
2021-06-08,topk_50_dropout_5_daily,211698.01135302117,16693338448.0,1.2681586251453756e-05,False,True
2021-06-09,topk_50_dropout_5_daily,214082.65870056258,24561870656.0,8.716056757194357e-06,False,True
2021-06-10,topk_50_dropout_5_daily,189977.66668083143,11632744192.0,1.6331285511417134e-05,False,True
2021-06-11,topk_50_dropout_5_daily,185369.2216655865,11986079984.0,1.5465374994412894e-05,False,True
2021-06-15,topk_50_dropout_5_daily,168007.48835960162,15358595008.0,1.0938988121770885e-05,False,True
2021-06-16,topk_50_dropout_5_daily,165696.80104016577,8898944504.0,1.8619826313748385e-05,False,True
2021-06-17,topk_50_dropout_5_daily,171028.9040742343,15560494592.0,1.0991225443577103e-05,False,True
2021-06-18,topk_50_dropout_5_daily,169386.01612445584,13908159280.0,1.217889533146444e-05,False,True
2021-06-21,topk_50_dropout_5_daily,173390.11612076635,16111918720.0,1.07616056866979e-05,False,True
2021-06-22,topk_50_dropout_5_daily,168887.9645151045,9618543528.0,1.755857984355576e-05,False,True
2021-06-23,topk_50_dropout_5_daily,175909.62908392196,17034344656.0,1.032676235196177e-05,False,True
2021-06-24,topk_50_dropout_5_daily,179879.5539214394,23778294464.0,7.5648635857283405e-06,False,True
2021-06-25,topk_50_dropout_5_daily,211577.86771214294,24895245024.0,8.498726062273078e-06,False,True
2021-06-28,topk_50_dropout_5_daily,226429.0065483972,11033045504.0,2.052280183801526e-05,False,True
2021-06-29,topk_50_dropout_5_daily,228270.76477919795,18551710368.0,1.2304567085789788e-05,False,True
2021-06-30,topk_50_dropout_5_daily,219797.24238839193,16064165104.0,1.3682456633470613e-05,False,True
2021-07-01,topk_50_dropout_5_daily,229131.48589384637,21267703600.0,1.0773682490753086e-05,False,True
2021-07-02,topk_50_dropout_5_daily,225787.01603932484,20596932432.0,1.0962167147207585e-05,False,True
2021-07-05,topk_50_dropout_5_daily,218965.32233759298,13910676632.0,1.574081032362488e-05,False,True
2021-07-06,topk_50_dropout_5_daily,221808.15994491114,22635646272.0,9.799064593940264e-06,False,True
2021-07-07,topk_50_dropout_5_daily,216049.34687839946,18812986592.0,1.1484053625503134e-05,False,True
2021-07-08,topk_50_dropout_5_daily,232706.22783504694,27178337024.0,8.56219523768339e-06,False,True
2021-07-09,topk_50_dropout_5_daily,225290.66467570272,16688531360.0,1.3499729833368796e-05,False,True
2021-07-12,topk_50_dropout_5_daily,221086.052708254,13458585304.0,1.642713908738576e-05,False,True
2021-07-13,topk_50_dropout_5_daily,229142.2687840265,17770889600.0,1.2894248624673606e-05,False,True
2021-07-14,topk_50_dropout_5_daily,226545.86102065552,15459353824.0,1.4654290444465573e-05,False,True
2021-07-15,topk_50_dropout_5_daily,220885.3760455765,24771844160.0,8.916791766446205e-06,False,True
2021-07-16,topk_50_dropout_5_daily,224872.66260824312,20113082560.0,1.118041761810593e-05,False,True
2021-07-19,topk_50_dropout_5_daily,232471.26465635243,33126246048.0,7.017736459467852e-06,False,True
2021-07-20,topk_50_dropout_5_daily,229009.0343848614,19306820176.0,1.186156147398829e-05,False,True
2021-07-21,topk_50_dropout_5_daily,227125.06197029032,18057589024.0,1.2577817651538236e-05,False,True
2021-07-22,topk_50_dropout_5_daily,235281.09025545514,25846092064.0,9.103159180616278e-06,False,True
2021-07-23,topk_50_dropout_5_daily,227503.78408415706,15840294960.0,1.436234518729928e-05,False,True
2021-07-26,topk_50_dropout_5_daily,222332.8168505728,16229178360.0,1.369957319580366e-05,False,True
2021-07-27,topk_50_dropout_5_daily,229600.73057625187,32357504768.0,7.095748952908008e-06,False,True
2021-07-28,topk_50_dropout_5_daily,209078.34994268534,16468210880.0,1.2695875190461816e-05,False,True
2021-07-29,topk_50_dropout_5_daily,219891.51350290992,26871394656.0,8.18310758774894e-06,False,True
2021-07-30,topk_50_dropout_5_daily,220496.33554227732,15612308520.0,1.412323714073499e-05,False,True
2021-08-02,topk_50_dropout_5_daily,219217.1192762706,10809006880.0,2.028096768833499e-05,False,True
2021-08-03,topk_50_dropout_5_daily,222671.46143701833,9836708624.0,2.2636785326113603e-05,False,True
2021-08-04,topk_50_dropout_5_daily,214495.07132137576,8796974416.0,2.4382823136469577e-05,False,True
2021-08-05,topk_50_dropout_5_daily,205047.11767401535,17596547120.0,1.165269051227451e-05,False,True
2021-08-06,topk_50_dropout_5_daily,204349.4923893341,12730299136.0,1.605221450071463e-05,False,True
2021-08-09,topk_50_dropout_5_daily,217905.6603788074,13339507872.0,1.6335359780115837e-05,False,True
2021-08-10,topk_50_dropout_5_daily,226936.74174258893,11710980152.0,1.9378116843946038e-05,False,True
2021-08-11,topk_50_dropout_5_daily,232701.96615240895,16443907136.0,1.4151257619484099e-05,False,True
2021-08-12,topk_50_dropout_5_daily,216285.9802713095,18121205304.0,1.1935518451610248e-05,False,True
2021-08-13,topk_50_dropout_5_daily,219358.77085648978,23198204008.0,9.455851443536016e-06,False,True
2021-08-16,topk_50_dropout_5_daily,226003.40398680928,31459400800.0,7.183970394846467e-06,False,True
2021-08-17,topk_50_dropout_5_daily,218203.66512524476,18083635744.0,1.20663603389403e-05,False,True
2021-08-18,topk_50_dropout_5_daily,221272.90165374707,20940152144.0,1.0566919482347151e-05,False,True
2021-08-19,topk_50_dropout_5_daily,224066.54553248073,27992510640.0,8.004517651671445e-06,False,True
2021-08-20,topk_50_dropout_5_daily,221242.2630935388,51405775648.0,4.303840576368124e-06,False,True
2021-08-23,topk_50_dropout_5_daily,224511.60754690258,19169287792.0,1.171204741579387e-05,False,True
2021-08-24,topk_50_dropout_5_daily,236073.19933267694,24541670808.0,9.619279843641399e-06,False,True
2021-08-25,topk_50_dropout_5_daily,234919.37824909357,15415042352.0,1.5239619385062171e-05,False,True
2021-08-26,topk_50_dropout_5_daily,223680.60088131833,16420300960.0,1.3622198608064874e-05,False,True
2021-08-27,topk_50_dropout_5_daily,226647.33062005392,19668619840.0,1.1523296116544084e-05,False,True
2021-08-30,topk_50_dropout_5_daily,223677.65690982091,34677195840.0,6.450280984133373e-06,False,True
2021-08-31,topk_50_dropout_5_daily,226713.33728869422,19942356896.0,1.1368432451139613e-05,False,True
2021-09-01,topk_50_dropout_5_daily,222969.29607030703,14471002688.0,1.5408005988085616e-05,False,True
2021-09-02,topk_50_dropout_5_daily,222936.90349154084,13092929920.0,1.702727386870034e-05,False,True
2021-09-03,topk_50_dropout_5_daily,218041.73664465937,29760599744.0,7.326523609075402e-06,False,True
2021-09-06,topk_50_dropout_5_daily,218995.09074561513,23309520160.0,9.395092187329485e-06,False,True
2021-09-07,topk_50_dropout_5_daily,231445.57249998953,16953326336.0,1.3651926938285862e-05,False,True
2021-09-08,topk_50_dropout_5_daily,231198.46096141636,17976276000.0,1.2861310149077393e-05,False,True
2021-09-09,topk_50_dropout_5_daily,233019.41711962037,25385186176.0,9.179346391397543e-06,False,True
2021-09-10,topk_50_dropout_5_daily,226867.9932097391,25479036608.0,8.904104056214837e-06,False,True
2021-09-13,topk_50_dropout_5_daily,181697.3711144649,15953176224.0,1.1389416663066688e-05,False,True
2021-09-14,topk_50_dropout_5_daily,182974.9602616546,23223626592.0,7.878828034751697e-06,False,True
2021-09-15,topk_50_dropout_5_daily,187448.83196918239,18228670480.0,1.0283187255748911e-05,False,True
2021-09-16,topk_50_dropout_5_daily,234604.94578589743,28735263104.0,8.164356976193477e-06,False,True
2021-09-17,topk_50_dropout_5_daily,220505.7936316802,23551230816.0,9.362814001290971e-06,False,True
2021-09-22,topk_50_dropout_5_daily,216731.30824005592,14127984576.0,1.5340568010544797e-05,False,True
2021-09-23,topk_50_dropout_5_daily,220970.12140925435,14888065616.0,1.4842097496654018e-05,False,True
2021-09-24,topk_50_dropout_5_daily,223122.23764766488,20884002816.0,1.0683882760096295e-05,False,True
2021-09-27,topk_50_dropout_5_daily,236934.15057450795,17515291392.0,1.3527274269768995e-05,False,True
2021-09-28,topk_50_dropout_5_daily,222631.59037434106,13158898720.0,1.691870992486376e-05,False,True
2021-09-29,topk_50_dropout_5_daily,221257.67885923613,8406609840.0,2.6319489433951907e-05,False,True
2021-09-30,topk_50_dropout_5_daily,219136.34061088337,11882816000.0,1.8441448610403743e-05,False,True
2021-10-08,topk_50_dropout_5_daily,231773.20671437614,14891069632.0,1.556457745764009e-05,False,True
2021-10-11,topk_50_dropout_5_daily,221155.94244089635,14446475200.0,1.530864376113672e-05,False,True
2021-10-12,topk_50_dropout_5_daily,211687.7786996995,16740262496.0,1.2645427677748854e-05,False,True
2021-10-13,topk_50_dropout_5_daily,221240.43724364095,11330591104.0,1.952593957481505e-05,False,True
2021-10-14,topk_50_dropout_5_daily,220172.47780782814,19226150904.0,1.1451719010591e-05,False,True
2021-10-15,topk_50_dropout_5_daily,217974.39766176767,14733518080.0,1.4794456862116102e-05,False,True
2021-10-18,topk_50_dropout_5_daily,222509.25559002714,23216284832.0,9.584188736491254e-06,False,True
2021-10-19,topk_50_dropout_5_daily,220634.43308960652,21328029184.0,1.0344811102149256e-05,False,True
2021-10-20,topk_50_dropout_5_daily,174365.9745296944,12338087728.0,1.4132333824632243e-05,False,True
2021-10-21,topk_50_dropout_5_daily,230577.6203670643,12467035072.0,1.8494984495946743e-05,False,True
2021-10-22,topk_50_dropout_5_daily,222985.12841941844,12514004576.0,1.781884664219084e-05,False,True
2021-10-25,topk_50_dropout_5_daily,236595.64473948104,13288720736.0,1.780424537770052e-05,False,True
2021-10-26,topk_50_dropout_5_daily,229415.78517066935,22647378688.0,1.0129904583272068e-05,False,True
2021-10-27,topk_50_dropout_5_daily,225992.9193255788,16070896672.0,1.4062247050553297e-05,False,True
2021-10-28,topk_50_dropout_5_daily,232361.96509728718,18067670080.0,1.2860649107961084e-05,False,True
2021-10-29,topk_50_dropout_5_daily,226990.48612422278,20029725184.0,1.1332681004807078e-05,False,True
2021-11-01,topk_50_dropout_5_daily,224367.15469251585,12556154432.0,1.7869098051287478e-05,False,True
2021-11-02,topk_50_dropout_5_daily,226215.72481370097,27624435584.0,8.188971829879649e-06,False,True
2021-11-03,topk_50_dropout_5_daily,227250.7192800184,6211529856.0,3.6585305802000865e-05,False,True
2021-11-04,topk_50_dropout_5_daily,231353.48916995185,13639478496.0,1.6962048016557233e-05,False,True
2021-11-05,topk_50_dropout_5_daily,221270.50566696544,9274852208.0,2.3857038441659387e-05,False,True
2021-11-08,topk_50_dropout_5_daily,231557.86824788674,12925617184.0,1.7914646933418475e-05,False,True
2021-11-09,topk_50_dropout_5_daily,225094.65020077713,13987713312.0,1.609231224432298e-05,False,True
2021-11-10,topk_50_dropout_5_daily,229498.03641665785,28443254432.0,8.068627904915894e-06,False,True
2021-11-11,topk_50_dropout_5_daily,225277.79051813824,15232840256.0,1.4788955095186829e-05,False,True
2021-11-12,topk_50_dropout_5_daily,226516.77107251674,10253620608.0,2.209139383368501e-05,False,True
2021-11-15,topk_50_dropout_5_daily,232690.5762723591,19140124192.0,1.215721350280563e-05,False,True
2021-11-16,topk_50_dropout_5_daily,211330.49199121862,13102181072.0,1.6129413174028117e-05,False,True
2021-11-17,topk_50_dropout_5_daily,225393.444740386,17390529824.0,1.2960700278914402e-05,False,True
2021-11-18,topk_50_dropout_5_daily,222597.0285933036,8715346640.0,2.5540811833194463e-05,False,True
2021-11-19,topk_50_dropout_5_daily,224186.01270742595,14907832688.0,1.5038135817548018e-05,False,True
2021-11-22,topk_50_dropout_5_daily,225822.8198767375,22304572672.0,1.0124507794772671e-05,False,True
2021-11-23,topk_50_dropout_5_daily,230527.29476441376,8398342784.0,2.744914094285363e-05,False,True
2021-11-24,topk_50_dropout_5_daily,238183.42829761514,11391784896.0,2.0908350225367103e-05,False,True
2021-11-25,topk_50_dropout_5_daily,224571.72118992388,15463362688.0,1.4522825708808976e-05,False,True
2021-11-26,topk_50_dropout_5_daily,231952.55061549495,22068074048.0,1.0510774529348495e-05,False,True
2021-11-29,topk_50_dropout_5_daily,225699.56325141227,9662742640.0,2.3357712365959512e-05,False,True
2021-11-30,topk_50_dropout_5_daily,242519.10275455838,12858394048.0,1.88607614488436e-05,False,True
2021-12-01,topk_50_dropout_5_daily,234524.5183360921,9987280560.0,2.3482320029677038e-05,False,True
2021-12-02,topk_50_dropout_5_daily,229717.68639220117,22908654208.0,1.0027550475312547e-05,False,True
2021-12-03,topk_50_dropout_5_daily,232062.70290331962,14318740720.0,1.6206921225913475e-05,False,True
2021-12-06,topk_50_dropout_5_daily,238546.65834098327,17101393056.0,1.3948960623256916e-05,False,True
2021-12-07,topk_50_dropout_5_daily,234526.63963547983,16755719904.0,1.3996810699819146e-05,False,True
2021-12-08,topk_50_dropout_5_daily,239367.14637199166,17745194144.0,1.3489125248760742e-05,False,True
2021-12-09,topk_50_dropout_5_daily,246192.55665874472,29654914864.0,8.301914127482917e-06,False,True
2021-12-10,topk_50_dropout_5_daily,247577.2622016503,12018401824.0,2.059984895056961e-05,False,True
2021-12-13,topk_50_dropout_5_daily,244867.7401463232,22868494816.0,1.0707645698439272e-05,False,True
2021-12-14,topk_50_dropout_5_daily,248647.42183023883,11225129120.0,2.2150963180211403e-05,False,True
2021-12-15,topk_50_dropout_5_daily,244425.55336678418,13389891584.0,1.82544833790033e-05,False,True
2021-12-16,topk_50_dropout_5_daily,242925.5032263028,15584264384.0,1.5587871024294783e-05,False,True
2021-12-17,topk_50_dropout_5_daily,247160.1401062552,25384490192.0,9.73665959949625e-06,False,True
2021-12-20,topk_50_dropout_5_daily,236326.30632763501,15288005848.0,1.5458282046546417e-05,False,True
2021-12-21,topk_50_dropout_5_daily,235041.44356097415,12053482144.0,1.9499879018609858e-05,False,True
2021-12-22,topk_50_dropout_5_daily,237371.71379289264,12371919872.0,1.9186328092061913e-05,False,True
2021-12-23,topk_50_dropout_5_daily,240569.89326070517,7817631536.0,3.077273367936142e-05,False,True
2021-12-24,topk_50_dropout_5_daily,242682.02639812222,18181239296.0,1.3347936433107394e-05,False,True
2021-12-27,topk_50_dropout_5_daily,245476.04224777038,11203217280.0,2.1911209620650184e-05,False,True
2021-12-28,topk_50_dropout_5_daily,247849.78661815546,16471356352.0,1.5047321017255559e-05,False,True
2021-12-29,topk_50_dropout_5_daily,240051.09505155496,13736494080.0,1.7475426673903895e-05,False,True
2021-12-30,topk_50_dropout_5_daily,243374.55586064368,12744365056.0,1.9096640341926163e-05,False,True
2021-12-31,topk_50_dropout_5_daily,249966.42001950438,10163481408.0,2.4594566564833567e-05,False,True
2022-01-04,topk_50_dropout_5_daily,249801.73871068674,15831211104.0,1.5779066874269047e-05,False,True
2022-01-05,topk_50_dropout_5_daily,236726.02890159475,13939744384.0,1.6982092524831964e-05,False,True
2022-01-06,topk_50_dropout_5_daily,242873.51840165295,14066288416.0,1.7266354223576937e-05,False,True
2022-01-07,topk_50_dropout_5_daily,236721.37241656423,10878483216.0,2.176051272188351e-05,False,True
2022-01-10,topk_50_dropout_5_daily,237151.8587616682,14874593592.0,1.5943417700448336e-05,False,True
2022-01-11,topk_50_dropout_5_daily,236614.10665342386,13436862880.0,1.7609326579168297e-05,False,True
2022-01-12,topk_50_dropout_5_daily,236181.96095180043,10948289280.0,2.157249912853969e-05,False,True
2022-01-13,topk_50_dropout_5_daily,234305.70244819162,7173058352.0,3.2664686518667765e-05,False,True
2022-01-14,topk_50_dropout_5_daily,230109.55347887595,13914243520.0,1.6537697730251882e-05,False,True
2022-01-17,topk_50_dropout_5_daily,227808.27365443192,11722938240.0,1.9432694175349672e-05,False,True
2022-01-18,topk_50_dropout_5_daily,232136.20231801478,9669514960.0,2.4007016202808046e-05,False,True
2022-01-19,topk_50_dropout_5_daily,230273.19959746493,13892704960.0,1.657511623981576e-05,False,True
2022-01-20,topk_50_dropout_5_daily,232205.98097912775,29830846272.0,7.784089625277654e-06,False,True
2022-01-21,topk_50_dropout_5_daily,228731.6898028024,12655906752.0,1.807311750038425e-05,False,True
2022-01-24,topk_50_dropout_5_daily,225711.11943083536,10443705440.0,2.1612168279502467e-05,False,True
2022-01-25,topk_50_dropout_5_daily,232801.33942164597,13439682112.0,1.7321937935852123e-05,False,True
2022-01-26,topk_50_dropout_5_daily,233594.33563848128,7929660864.0,2.9458300883834783e-05,False,True
2022-01-27,topk_50_dropout_5_daily,229221.41386919617,13447982848.0,1.7045040617618444e-05,False,True
2022-01-28,topk_50_dropout_5_daily,227002.53503008498,19275056736.0,1.1777009953289145e-05,False,True
2022-02-07,topk_50_dropout_5_daily,230462.96041475885,12460697312.0,1.8495189686761478e-05,False,True
2022-02-08,topk_50_dropout_5_daily,228213.04807142945,18027541248.0,1.2659133318957055e-05,False,True
2022-02-09,topk_50_dropout_5_daily,220485.43508482864,9721217168.0,2.2680846572445243e-05,False,True
2022-02-10,topk_50_dropout_5_daily,224909.08273401303,12232019904.0,1.838691275023722e-05,False,True
2022-02-11,topk_50_dropout_5_daily,229570.89863627378,16941995712.0,1.355040471847534e-05,False,True
2022-02-14,topk_50_dropout_5_daily,228130.99787729266,15199668112.0,1.5008945997786971e-05,False,True
2022-02-15,topk_50_dropout_5_daily,224223.21706659137,14977838592.0,1.4970332046865161e-05,False,True
2022-02-16,topk_50_dropout_5_daily,236831.7593177037,12439696128.0,1.903838782561809e-05,False,True
