population_id,rule_arm_id,input_denominator_id,denominator_id,split,readout_only_flag,instrument,event_day_n,admitted_event_n,suppressed_event_n,formal_event_day_density,p50_density,p95_density,max_density,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,density_audit_status
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600208,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600219,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600221,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600233,4,4,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600236,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600256,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600276,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600282,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600295,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600298,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600299,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600309,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600316,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600320,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600329,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600332,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600346,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600348,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600350,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600352,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600362,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600363,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600369,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600372,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600377,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600378,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600390,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600392,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600398,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600406,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600415,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600418,6,6,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600426,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600436,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600438,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600460,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600482,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600483,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600486,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600487,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600489,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600497,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600498,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600511,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600515,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600517,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600518,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600519,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600521,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600522,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600536,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600546,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600547,5,5,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600548,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600549,8,8,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600562,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600563,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600566,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600570,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600578,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600580,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600582,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600583,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600584,7,7,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600585,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600588,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600600,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600601,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600602,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600606,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600612,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600629,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600637,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600642,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600660,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600663,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600673,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600674,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600685,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600688,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600690,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600699,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600702,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600703,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600704,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600707,4,4,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600711,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600732,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SH600733,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
