population_id,rule_arm_id,input_denominator_id,denominator_id,split,readout_only_flag,instrument,event_day_n,admitted_event_n,suppressed_event_n,formal_event_day_density,p50_density,p95_density,max_density,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,density_audit_status
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601799,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601800,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601808,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601816,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601818,4,4,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601825,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601828,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601838,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601857,2,2,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601866,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601868,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601869,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601872,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601877,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601878,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601880,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601881,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601888,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601898,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601899,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601901,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601933,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601939,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601958,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601966,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601985,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601988,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601990,5,5,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601991,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601992,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH601995,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603019,5,5,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603127,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603156,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603160,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603185,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603195,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603198,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603233,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603236,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603260,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603267,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603288,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603290,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603305,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603338,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603345,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603369,5,5,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603392,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603444,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603456,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603568,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603589,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603606,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603613,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603658,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603659,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603688,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603707,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603712,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603737,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603786,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603806,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603816,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603826,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603833,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603858,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603868,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603882,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603883,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603885,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603899,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603939,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH603993,5,5,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH605358,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SH605499,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000001,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000002,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000009,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000021,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000032,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000039,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000050,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000063,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000066,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000069,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000100,4,4,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000157,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000166,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000301,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000338,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000408,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000423,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000516,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000519,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000537,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000539,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000568,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000591,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000596,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000617,4,4,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000625,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000629,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000630,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000651,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000708,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000709,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000723,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000728,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000729,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000733,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000738,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000739,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000756,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000768,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000776,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,SZ000783,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
