row_id,instrument,event_t0_date,11a2_mfe_120d_frozen,11a2_mfe_120_recomputed,11a2_basis_status,nearest_any_matched_06_episode_id,nearest_any_matched_06_episode_low_date,nearest_any_matched_06_episode_high_date,nearest_any_matched_06_market_regime_bucket,nearest_any_matched_06_split,nearest_any_matched_06_duration_bucket,nearest_any_matched_06_mfe_120,nearest_any_matched_06_cluster_union_start_date,nearest_any_matched_06_cluster_union_end_date,nearest_any_event_minus_episode_low_days,nearest_any_abs_event_minus_episode_low_days,nearest_any_event_vs_06_episode_window,nearest_any_event_inside_06_cluster_union,nearest_any_event_within_120_calendar_days_before_low_to_high,nearest_risk_on_matched_06_episode_id,nearest_risk_on_matched_06_episode_low_date,nearest_risk_on_matched_06_episode_high_date,nearest_risk_on_matched_06_market_regime_bucket,nearest_risk_on_matched_06_split,nearest_risk_on_matched_06_duration_bucket,nearest_risk_on_matched_06_mfe_120,nearest_risk_on_matched_06_cluster_union_start_date,nearest_risk_on_matched_06_cluster_union_end_date,nearest_risk_on_event_minus_episode_low_days,nearest_risk_on_abs_event_minus_episode_low_days,nearest_risk_on_event_vs_06_episode_window,nearest_risk_on_event_inside_06_cluster_union,nearest_risk_on_event_within_120_calendar_days_before_low_to_high
384,SH600031,2020-07-17,1.3554603854389722,1.2012847965738755,mfe_basis_mismatch,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,-26.0,26.0,before_episode_low,False,True,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,-26.0,26.0,before_episode_low,False,True
385,SH600031,2020-08-24,1.2652652652652652,1.2652652652652652,ok,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,12.0,12.0,inside_low_to_high_window,True,True,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,12.0,12.0,inside_low_to_high_window,True,True
386,SH600031,2020-10-12,0.8331308221952205,0.8331308221952205,ok,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,61.0,61.0,inside_low_to_high_window,True,True,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,61.0,61.0,inside_low_to_high_window,True,True
387,SH600031,2020-11-05,0.8640856672158153,0.8640856672158153,ok,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,85.0,85.0,inside_low_to_high_window,True,True,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,85.0,85.0,inside_low_to_high_window,True,True
388,SH600031,2020-11-20,0.72946121513183,0.72946121513183,ok,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,100.0,100.0,inside_low_to_high_window,True,True,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,100.0,100.0,inside_low_to_high_window,True,True
389,SH600031,2020-12-16,0.5617667356797791,0.5617667356797791,ok,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,126.0,126.0,inside_low_to_high_window,True,True,SH600031_20200812_0000,2020-08-12,2021-01-13,risk_on,train,long,1.463605823068309,2020-08-12,2021-02-18,126.0,126.0,inside_low_to_high_window,True,True
640,SH600089,2025-10-13,0.6467095497278574,0.6467095497278574,ok,SH600089_20250407_0004,2025-04-07,2025-09-26,risk_off,robustness,long,0.5710253998118531,2025-04-07,2025-11-10,189.0,189.0,after_episode_high,True,False,SH600089_20200908_0001,2020-09-08,2021-02-22,risk_on,train,long,0.8695652173913044,2020-09-08,2021-02-22,1861.0,1861.0,after_episode_high,False,False
678,SH600096,2025-10-09,0.6145947928126148,0.6145947928126148,ok,SH600096_20250923_0003,2025-09-23,2026-02-27,risk_on,robustness,long,0.8216797683078196,2025-09-23,2026-02-27,16.0,16.0,inside_low_to_high_window,True,True,SH600096_20250923_0003,2025-09-23,2026-02-27,risk_on,robustness,long,0.8216797683078196,2025-09-23,2026-02-27,16.0,16.0,inside_low_to_high_window,True,True
679,SH600096,2025-10-29,0.5309457579972183,0.5309457579972183,ok,SH600096_20250923_0003,2025-09-23,2026-02-27,risk_on,robustness,long,0.8216797683078196,2025-09-23,2026-02-27,36.0,36.0,inside_low_to_high_window,True,True,SH600096_20250923_0003,2025-09-23,2026-02-27,risk_on,robustness,long,0.8216797683078196,2025-09-23,2026-02-27,36.0,36.0,inside_low_to_high_window,True,True
749,SH600111,2025-03-04,1.3425845620121426,1.2875108412836085,ok,SH600111_20250407_0006,2025-04-07,2025-08-29,risk_off,robustness,long,1.7789324515824276,2025-04-07,2025-08-29,-34.0,34.0,before_episode_low,False,True,,,,,,,,,,,,,,
784,SH600118,2025-10-29,2.0421428571428573,2.0421428571428573,ok,SH600118_20250407_0005,2025-04-07,2025-08-29,risk_off,robustness,long,0.7552388935456833,2025-04-07,2025-08-29,205.0,205.0,after_episode_high,False,False,,,,,,,,,,,,,,
810,SH600132,2020-10-20,0.5579248186414596,0.5579248186414596,ok,SH600132_20200812_0004,2020-08-12,2021-01-22,risk_on,train,long,1.165106833833657,2020-08-12,2021-02-10,69.0,69.0,inside_low_to_high_window,True,True,SH600132_20200812_0004,2020-08-12,2021-01-22,risk_on,train,long,1.165106833833657,2020-08-12,2021-02-10,69.0,69.0,inside_low_to_high_window,True,True
811,SH600132,2020-11-20,0.6519995779255039,0.6519995779255039,ok,SH600132_20200812_0004,2020-08-12,2021-01-22,risk_on,train,long,1.165106833833657,2020-08-12,2021-02-10,100.0,100.0,inside_low_to_high_window,True,True,SH600132_20200812_0004,2020-08-12,2021-01-22,risk_on,train,long,1.165106833833657,2020-08-12,2021-02-10,100.0,100.0,inside_low_to_high_window,True,True
812,SH600132,2020-12-07,0.6078450844091359,0.6078450844091359,ok,SH600132_20210315_0005,2021-03-15,2021-07-22,transition,train,long,1.356194690265487,2021-03-15,2021-07-22,-98.0,98.0,before_episode_low,False,True,SH600132_20200812_0004,2020-08-12,2021-01-22,risk_on,train,long,1.165106833833657,2020-08-12,2021-02-10,117.0,117.0,inside_low_to_high_window,True,True
813,SH600132,2020-12-31,0.7278918182702598,0.7278918182702598,ok,SH600132_20210315_0005,2021-03-15,2021-07-22,transition,train,long,1.356194690265487,2021-03-15,2021-07-22,-74.0,74.0,before_episode_low,False,True,SH600132_20200812_0004,2020-08-12,2021-01-22,risk_on,train,long,1.165106833833657,2020-08-12,2021-02-10,141.0,141.0,inside_low_to_high_window,True,True
814,SH600132,2021-01-20,0.6191200143087106,0.5960472187444108,ok,SH600132_20210315_0005,2021-03-15,2021-07-22,transition,train,long,1.356194690265487,2021-03-15,2021-07-22,-54.0,54.0,before_episode_low,False,True,SH600132_20200812_0004,2020-08-12,2021-01-22,risk_on,train,long,1.165106833833657,2020-08-12,2021-02-10,161.0,161.0,inside_low_to_high_window,True,True
998,SH600176,2020-09-18,0.8090909090909091,0.8090909090909091,ok,SH600176_20201027_0001,2020-10-27,2021-02-18,transition,train,medium,1.1439764936336925,2020-10-27,2021-02-18,-39.0,39.0,before_episode_low,False,True,,,,,,,,,,,,,,
999,SH600176,2020-10-16,0.8757497857754928,0.8757497857754928,ok,SH600176_20201027_0001,2020-10-27,2021-02-18,transition,train,medium,1.1439764936336925,2020-10-27,2021-02-18,-11.0,11.0,before_episode_low,False,True,,,,,,,,,,,,,,
1023,SH600176,2025-09-26,0.7462052216150579,0.7462052216150579,ok,SH600176_20250416_0004,2025-04-16,2025-09-25,transition,robustness,long,0.5594594594594593,2025-04-16,2026-02-05,163.0,163.0,after_episode_high,True,False,,,,,,,,,,,,,,
1065,SH600183,2025-03-14,0.8087159015302727,0.8087159015302727,ok,SH600183_20250304_0003,2025-03-04,2025-08-26,risk_on,robustness,long,0.9400778210116733,2025-03-04,2025-09-23,10.0,10.0,inside_low_to_high_window,True,True,SH600183_20250304_0003,2025-03-04,2025-08-26,risk_on,robustness,long,0.9400778210116733,2025-03-04,2025-09-23,10.0,10.0,inside_low_to_high_window,True,True
1066,SH600183,2025-05-12,1.798670836591087,1.798670836591087,ok,SH600183_20250304_0003,2025-03-04,2025-08-26,risk_on,robustness,long,0.9400778210116733,2025-03-04,2025-09-23,69.0,69.0,inside_low_to_high_window,True,True,SH600183_20250304_0003,2025-03-04,2025-08-26,risk_on,robustness,long,0.9400778210116733,2025-03-04,2025-09-23,69.0,69.0,inside_low_to_high_window,True,True
1067,SH600183,2025-06-11,1.587278641127575,1.587278641127575,ok,SH600183_20250304_0003,2025-03-04,2025-08-26,risk_on,robustness,long,0.9400778210116733,2025-03-04,2025-09-23,99.0,99.0,inside_low_to_high_window,True,True,SH600183_20250304_0003,2025-03-04,2025-08-26,risk_on,robustness,long,0.9400778210116733,2025-03-04,2025-09-23,99.0,99.0,inside_low_to_high_window,True,True
1068,SH600183,2025-07-09,1.274878640776699,1.274878640776699,ok,SH600183_20250304_0003,2025-03-04,2025-08-26,risk_on,robustness,long,0.9400778210116733,2025-03-04,2025-09-23,127.0,127.0,inside_low_to_high_window,True,True,SH600183_20250304_0003,2025-03-04,2025-08-26,risk_on,robustness,long,0.9400778210116733,2025-03-04,2025-09-23,127.0,127.0,inside_low_to_high_window,True,True
1069,SH600183,2025-08-06,0.8958752515090542,0.8958752515090542,ok,SH600183_20251124_0004,2025-11-24,2026-05-27,transition,robustness,long,1.708033456525968,2025-11-24,2026-05-27,-110.0,110.0,before_episode_low,False,True,SH600183_20250304_0003,2025-03-04,2025-08-26,risk_on,robustness,long,0.9400778210116733,2025-03-04,2025-09-23,155.0,155.0,inside_low_to_high_window,True,True
1076,SH600188,2021-03-01,0.8590078328981723,0.8590078328981723,ok,SH600188_20210520_0000,2021-05-20,2021-09-17,risk_on,train,long,2.192037470725996,2021-05-20,2021-09-17,-80.0,80.0,before_episode_low,False,True,SH600188_20210520_0000,2021-05-20,2021-09-17,risk_on,train,long,2.192037470725996,2021-05-20,2021-09-17,-80.0,80.0,before_episode_low,False,True
1077,SH600188,2021-06-09,1.56203007518797,1.56203007518797,ok,SH600188_20210520_0000,2021-05-20,2021-09-17,risk_on,train,long,2.192037470725996,2021-05-20,2021-09-17,20.0,20.0,inside_low_to_high_window,True,True,SH600188_20210520_0000,2021-05-20,2021-09-17,risk_on,train,long,2.192037470725996,2021-05-20,2021-09-17,20.0,20.0,inside_low_to_high_window,True,True
1078,SH600188,2021-07-14,1.2491749174917492,1.2491749174917492,ok,SH600188_20210520_0000,2021-05-20,2021-09-17,risk_on,train,long,2.192037470725996,2021-05-20,2021-09-17,55.0,55.0,inside_low_to_high_window,True,True,SH600188_20210520_0000,2021-05-20,2021-09-17,risk_on,train,long,2.192037470725996,2021-05-20,2021-09-17,55.0,55.0,inside_low_to_high_window,True,True
1079,SH600188,2021-08-05,1.2126623376623376,1.2126623376623376,ok,SH600188_20210520_0000,2021-05-20,2021-09-17,risk_on,train,long,2.192037470725996,2021-05-20,2021-09-17,77.0,77.0,inside_low_to_high_window,True,True,SH600188_20210520_0000,2021-05-20,2021-09-17,risk_on,train,long,2.192037470725996,2021-05-20,2021-09-17,77.0,77.0,inside_low_to_high_window,True,True
1080,SH600188,2021-08-27,0.7625806451612904,0.7587096774193549,ok,SH600188_20211110_0001,2021-11-10,2022-04-15,transition,train,long,0.9016393442622952,2021-11-10,2022-06-14,-75.0,75.0,before_episode_low,False,True,SH600188_20210520_0000,2021-05-20,2021-09-17,risk_on,train,long,2.192037470725996,2021-05-20,2021-09-17,99.0,99.0,inside_low_to_high_window,True,True
1091,SH600188,2025-09-15,0.7224736048265461,0.7224736048265461,ok,SH600188_20250904_0004,2025-09-04,2026-03-09,risk_on,robustness,long,0.7036144578313255,2025-09-04,2026-03-09,11.0,11.0,inside_low_to_high_window,True,True,SH600188_20250904_0004,2025-09-04,2026-03-09,risk_on,robustness,long,0.7036144578313255,2025-09-04,2026-03-09,11.0,11.0,inside_low_to_high_window,True,True
1092,SH600188,2025-10-10,0.6647230320699709,0.6647230320699709,ok,SH600188_20250904_0004,2025-09-04,2026-03-09,risk_on,robustness,long,0.7036144578313255,2025-09-04,2026-03-09,36.0,36.0,inside_low_to_high_window,True,True,SH600188_20250904_0004,2025-09-04,2026-03-09,risk_on,robustness,long,0.7036144578313255,2025-09-04,2026-03-09,36.0,36.0,inside_low_to_high_window,True,True
1093,SH600188,2025-11-06,0.517684887459807,0.517684887459807,ok,SH600188_20250904_0004,2025-09-04,2026-03-09,risk_on,robustness,long,0.7036144578313255,2025-09-04,2026-03-09,63.0,63.0,inside_low_to_high_window,True,True,SH600188_20250904_0004,2025-09-04,2026-03-09,risk_on,robustness,long,0.7036144578313255,2025-09-04,2026-03-09,63.0,63.0,inside_low_to_high_window,True,True
1103,SH600196,2020-02-25,1.7334793720335888,1.7334793720335888,ok,SH600196_20200528_0002,2020-05-28,2020-08-06,risk_on,train,medium,1.6615712762175616,2020-05-28,2020-08-06,-93.0,93.0,before_episode_low,False,True,SH600196_20200528_0002,2020-05-28,2020-08-06,risk_on,train,medium,1.6615712762175616,2020-05-28,2020-08-06,-93.0,93.0,before_episode_low,False,True
1104,SH600196,2020-07-14,0.9954690831556504,0.9954690831556504,ok,SH600196_20200528_0002,2020-05-28,2020-08-06,risk_on,train,medium,1.6615712762175616,2020-05-28,2020-08-06,47.0,47.0,inside_low_to_high_window,True,True,SH600196_20200528_0002,2020-05-28,2020-08-06,risk_on,train,medium,1.6615712762175616,2020-05-28,2020-08-06,47.0,47.0,inside_low_to_high_window,True,True
1193,SH600219,2025-10-29,0.9139534883720932,0.9139534883720932,ok,SH600219_20250923_0003,2025-09-23,2026-01-29,risk_on,robustness,long,1.3717579250720462,2025-09-23,2026-01-29,36.0,36.0,inside_low_to_high_window,True,True,SH600219_20250923_0003,2025-09-23,2026-01-29,risk_on,robustness,long,1.3717579250720462,2025-09-23,2026-01-29,36.0,36.0,inside_low_to_high_window,True,True
1249,SH600236,2025-10-10,0.7304347826086954,0.7304347826086954,ok,SH600236_20250919_0002,2025-09-19,2026-03-05,risk_on,robustness,long,0.9320388349514565,2025-09-19,2026-03-05,21.0,21.0,inside_low_to_high_window,True,True,SH600236_20250919_0002,2025-09-19,2026-03-05,risk_on,robustness,long,0.9320388349514565,2025-09-19,2026-03-05,21.0,21.0,inside_low_to_high_window,True,True
1343,SH600276,2025-03-27,0.5356101624323197,0.5356101624323197,ok,SH600276_20250324_0004,2025-03-24,2025-09-09,risk_on,robustness,long,0.6812585499316004,2025-03-24,2025-09-09,3.0,3.0,inside_low_to_high_window,True,True,SH600276_20250324_0004,2025-03-24,2025-09-09,risk_on,robustness,long,0.6812585499316004,2025-03-24,2025-09-09,3.0,3.0,inside_low_to_high_window,True,True
1451,SH600309,2020-08-21,1.168480909829407,1.168480909829407,ok,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,-115.0,115.0,before_episode_low,False,True,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,-115.0,115.0,before_episode_low,False,True
1452,SH600309,2020-09-18,0.98645631790445,0.98645631790445,ok,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,-87.0,87.0,before_episode_low,False,True,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,-87.0,87.0,before_episode_low,False,True
1453,SH600309,2020-10-20,0.8724747474747474,0.8724747474747474,ok,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,-55.0,55.0,before_episode_low,False,True,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,-55.0,55.0,before_episode_low,False,True
1454,SH600309,2020-11-18,0.678023635906462,0.678023635906462,ok,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,-26.0,26.0,before_episode_low,False,True,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,-26.0,26.0,before_episode_low,False,True
1455,SH600309,2020-12-24,0.712471131639723,0.712471131639723,ok,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,10.0,10.0,inside_low_to_high_window,True,True,SH600309_20201214_0002,2020-12-14,2021-02-18,risk_on,train,medium,0.8822450994218023,2020-12-14,2021-02-18,10.0,10.0,inside_low_to_high_window,True,True
1587,SH600346,2020-10-14,1.3604004449388207,1.3604004449388207,ok,SH600346_20200330_0002,2020-03-30,2020-08-31,risk_off,train,long,0.867408906882591,2020-03-30,2020-11-18,198.0,198.0,after_episode_high,True,False,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,-1737.0,1737.0,before_episode_low,False,False
1588,SH600346,2020-11-05,1.3669827105409929,1.3669827105409929,ok,SH600346_20200330_0002,2020-03-30,2020-08-31,risk_off,train,long,0.867408906882591,2020-03-30,2020-11-18,220.0,220.0,after_episode_high,True,False,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,-1715.0,1715.0,before_episode_low,False,False
1589,SH600346,2020-11-23,0.9757914338919924,0.9757914338919924,ok,SH600346_20200330_0002,2020-03-30,2020-08-31,risk_off,train,long,0.867408906882591,2020-03-30,2020-11-18,238.0,238.0,after_episode_high,False,False,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,-1697.0,1697.0,before_episode_low,False,False
1590,SH600346,2020-12-25,0.7698081734778981,0.7698081734778981,ok,SH600346_20200330_0002,2020-03-30,2020-08-31,risk_off,train,long,0.867408906882591,2020-03-30,2020-11-18,270.0,270.0,after_episode_high,False,False,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,-1665.0,1665.0,before_episode_low,False,False
1608,SH600346,2025-07-22,0.6029792746113991,0.5790155440414508,ok,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,5.0,5.0,inside_low_to_high_window,True,True,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,5.0,5.0,inside_low_to_high_window,True,True
1609,SH600346,2025-08-20,0.6457949662369551,0.6457949662369551,ok,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,34.0,34.0,inside_low_to_high_window,True,True,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,34.0,34.0,inside_low_to_high_window,True,True
1610,SH600346,2025-09-11,0.583579444772593,0.583579444772593,ok,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,56.0,56.0,inside_low_to_high_window,True,True,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,56.0,56.0,inside_low_to_high_window,True,True
1611,SH600346,2025-10-23,0.5614443797320907,0.5614443797320907,ok,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,98.0,98.0,inside_low_to_high_window,True,True,SH600346_20250717_0004,2025-07-17,2026-01-08,risk_on,robustness,long,0.7817371937639197,2025-07-17,2026-01-26,98.0,98.0,inside_low_to_high_window,True,True
1685,SH600362,2020-07-28,0.5824334053275737,0.5824334053275737,ok,SH600362_20200812_0000,2020-08-12,2021-01-08,risk_on,train,long,0.699922660479505,2020-08-12,2021-02-23,-15.0,15.0,before_episode_low,False,True,SH600362_20200812_0000,2020-08-12,2021-01-08,risk_on,train,long,0.699922660479505,2020-08-12,2021-02-23,-15.0,15.0,before_episode_low,False,True
1686,SH600362,2020-09-18,0.975937721160651,0.975937721160651,ok,SH600362_20200812_0000,2020-08-12,2021-01-08,risk_on,train,long,0.699922660479505,2020-08-12,2021-02-23,37.0,37.0,inside_low_to_high_window,True,True,SH600362_20200812_0000,2020-08-12,2021-01-08,risk_on,train,long,0.699922660479505,2020-08-12,2021-02-23,37.0,37.0,inside_low_to_high_window,True,True
1687,SH600362,2020-11-16,0.8490066225165565,0.8490066225165565,ok,SH600362_20210129_0001,2021-01-29,2021-02-23,risk_on,train,fast,0.7213316892725032,2021-01-29,2021-02-23,-74.0,74.0,before_episode_low,False,True,SH600362_20210129_0001,2021-01-29,2021-02-23,risk_on,train,fast,0.7213316892725032,2021-01-29,2021-02-23,-74.0,74.0,before_episode_low,False,True
1710,SH600362,2025-10-16,0.8416254232873144,0.8416254232873144,ok,SH600362_20251124_0004,2025-11-24,2026-01-29,transition,robustness,medium,1.0194230219937164,2025-11-24,2026-01-29,-39.0,39.0,before_episode_low,False,True,SH600362_20210129_0001,2021-01-29,2021-02-23,risk_on,train,fast,0.7213316892725032,2021-01-29,2021-02-23,1721.0,1721.0,after_episode_high,False,False
1951,SH600415,2024-12-24,0.5827956989247312,0.5827956989247312,ok,SH600415_20250106_0004,2025-01-06,2025-06-26,risk_off,robustness,long,0.8278145695364236,2025-01-06,2025-08-26,-13.0,13.0,before_episode_low,False,True,SH600415_20230216_0002,2023-02-16,2023-05-05,risk_on,validation,medium,1.2311015118790496,2023-02-16,2023-05-05,677.0,677.0,after_episode_high,False,False
1984,SH600418,2025-03-31,0.6519662921348315,0.6519662921348315,ok,SH600418_20250409_0003,2025-04-09,2025-09-15,risk_off,robustness,long,1.0810332625619248,2025-04-09,2025-09-15,-9.0,9.0,before_episode_low,False,True,,,,,,,,,,,,,,
2028,SH600426,2025-08-25,0.6197674418604651,0.5189922480620153,mfe_basis_mismatch,SH600426_20250717_0004,2025-07-17,2026-01-07,risk_on,robustness,long,0.6249400479616307,2025-07-17,2026-03-09,39.0,39.0,inside_low_to_high_window,True,True,SH600426_20250717_0004,2025-07-17,2026-01-07,risk_on,robustness,long,0.6249400479616307,2025-07-17,2026-03-09,39.0,39.0,inside_low_to_high_window,True,True
